hoja,codigo,marca,modelo,feat,pos,anio,cant,costo,venta,dep
PUERTAS,491517,Toyota,Hilux SW,,PUERTA_TI,2015,1,,,Principal
PUERTAS,491518,Toyota,Hilux SW,,PUERTA_TD,2015,2,,,Principal
PUERTAS,,Toyota,Rav 4,,PUERTA_DD,2020,1,,,Principal
PUERTAS,,Toyota,Rav 4,,PUERTA_DI,2020,1,,,Principal
PUERTAS,,Toyota,Rav 4,,PUERTA_TD,2020,1,,,Principal
PUERTAS,,Toyota,Rav 4,,PUERTA_TI,2020,1,,,Principal
PUERTAS,491816,Toyota,Yaris 5 pts Sedan,,PUERTA_TD,2018,1,,,Principal
PUERTAS,491817,Toyota,Yaris 4 pts Sedan,,PUERTA_TI,2018,1,,,Principal
PUERTAS,491815,Toyota,Yaris 5 pts Sedan,,PUERTA_TI,2018,1,,,Principal
PUERTAS,491818,Toyota,Yaris 4 pts,,PUERTA_TD,2018,1,,,Principal
PUERTAS,491710,Toyota,Yaris,,PUERTA_DD,2017,2,,,Principal
PUERTAS,491711,Toyota,Yaris,,PUERTA_DI,2017,1,,,Principal
PUERTAS,491715,Toyota,Yaris,,PUERTA_TI,2017,1,,,Principal
PUERTAS,491716,Toyota,Yaris,,PUERTA_TD,2017,1,,,Principal
PUERTAS,429915,VW,Bora,,PUERTA_TI,1999,1,,,Principal
PUERTAS,429914,VW,Bora,,PUERTA_TD,1999,1,,,Principal
PUERTAS,429913,VW,Golf '99/ Bora,,PUERTA_DI,1999,1,,,Principal
PUERTAS,429210,VW,Gol/ Saveiro,,PUERTA_DD,1992,1,,,Principal
PUERTAS,429211,VW,Gol/ Saveiro,,PUERTA_DI,1992,1,,,Principal
PUERTAS,429812,VW,Gol 4 PTS,,PUERTA_DD,1998,1,38357.79,,Principal
PUERTAS,429813,VW,Gol 4 PTS,,PUERTA_DI,1998,1,38357.79,,Principal
PUERTAS,429817,VW,Gol 4 PTS,,PUERTA_TI,1998,2,,,Principal
PUERTAS,429816,VW,Gol 5 PTS,,PUERTA_TD,1998,2,,,Principal
PUERTAS,429511,VW,Gol 3 PTS,,PUERTA_DI,1995,1,,,Principal
PUERTAS,429510,VW,Gol 3 PTS,,PUERTA_DD,1995,3,,,Principal
PUERTAS,420815,VW,Gol Trend,,PUERTA_TI,2008,1,57783.37,,Principal
PUERTAS,420811,VW,Gol Trend,,PUERTA_DI,2008,2,,,Principal
PUERTAS,420816,VW,Gol Trend,,PUERTA_TD,2008,1,57783.37,,Principal
PUERTAS,420917,VW,Amarok,,PUERTA_TI,2009,1,,,Principal
PUERTAS,420913,VW,Amarok,,PUERTA_DI,2009,1,,,Principal
PUERTAS,420912,VW,Amarok,,PUERTA_DD,2009,1,,,Principal
PUERTAS,420918,VW,Amarok,,PUERTA_TD,2009,1,,,Principal
PUERTAS,428211,VW,Gacel,,PUERTA_DI,1982,1,,,Principal
PUERTAS,420616,VW,Suran,,PUERTA_TD,2006,3,,,Principal
PUERTAS,421512,VW,Polo Nuevo,,PUERTA_DD,2017,1,,,Principal
PUERTAS,421513,VW,Polo Nuevo,,PUERTA_DI,2017,1,,,Principal
PUERTAS,421911,VW,T-Cross,,PUERTA_DI,2019,2,,,Principal
PUERTAS,421910,VW,T-Cross,,PUERTA_DD,2019,1,,,Principal
PUERTAS,420512,VW,Constelation,,PUERTA_DD,2005,2,,,Principal
PUERTAS,421810,VW,Virtus/Polo/Nivus,,PUERTA_DD,2018,1,,,Principal
PUERTAS,421811,VW,Virtus/Polo/Nivus,,PUERTA_DI,2018,1,,,Principal
PUERTAS,421815,VW,Virtus,,PUERTA_TI,2018,2,,,Principal
PUERTAS,421816,VW,Virtus,,PUERTA_TD,2018,1,,,Principal
PUERTAS,421817,VW,Polo 5 pts/ Nivus,,PUERTA_TI,2018,2,,,Principal
PUERTAS,421818,VW,Polo 5 pts/ Nivus,,PUERTA_TD,2018,3,,,Principal
PUERTAS,421517,VW,Polo,,PUERTA_TI,2015,2,,,Principal
PUERTAS,421513,VW,Polo,,PUERTA_DI,2015,1,,,Principal
PUERTAS,422110,VW,Taos '21 c/aguj,,PUERTA_DD,2021,1,,,Principal
PUERTAS,422111,VW,Taos '21 c/aguj,,PUERTA_DI,2021,1,,,Principal
PUERTAS,422115,VW,Taos '21 c/aguj,,PUERTA_TI,2021,1,,,Principal
CUSTODIA,87340,Chevrolet,Pick Up,,ALETA_D,1973/1997,1,,,Principal
CUSTODIA,89845,Chevrolet,S10,,ALETA_I,1998,1,,,Principal
CUSTODIA,89846,Chevrolet,S10,,ALETA_D,1998,1,,,Principal
CUSTODIA,81643,Chevrolet,Cruze,,ALETA_I,2016,1,,,Principal
CUSTODIA,81642,Chevrolet,Cruze,,ALETA_D,2016,1,,,Principal
CUSTODIA,179240,Fiat,Eurocargo/Eurotrakker,,VENTANA_D,1992,3,106532.58,,Principal
CUSTODIA,179241,Fiat,Eurocargo/Eurotrakker,,VENTANA_D,1992,1,106532.58,,Principal
CUSTODIA,178823,Fiat,Uno,,VENTANA_I,,1,,,Principal
CUSTODIA,179740,Fiat,Ducato,,PUERTA_DD,1997,1,,,Principal
CUSTODIA,178822,Fiat,Uno,,VENTANA_D,,1,,,Principal
CUSTODIA,178821,Fiat,Uno,,CUSTODIA_I,1988,1,,,Principal
CUSTODIA,178746,Fiat,Duna/Uno,,ALETA_D,1987,1,,,Principal
CUSTODIA,FAVICUR,Fiat,147,,,1982/1996,1,,,Principal
CUSTODIA,172245,Fiat,Fastback,,ALETA_I,2022,1,,,Principal
CUSTODIA,172246,Fiat,Fastback,,ALETA_D,2022,1,,,Principal
CUSTODIA,172140,Fiat,Iveco Dayli,,ALETA_D,2021,1,,,Principal
CUSTODIA,172141,Fiat,Iveco Dayli,,ALETA_D,2021,1,,,Principal
CUSTODIA,181142,Ford,Cargo,,ALETA_D,2011,1,,,Principal
CUSTODIA,181141,Ford,Cargo,,ALETA_D,2011,2,,,Principal
CUSTODIA,181140,Ford,Cargo,,ALETA_D,2011,1,,,Principal
CUSTODIA,181143,Ford,Cargo,,ALETA_D,2011,1,,,Principal
CUSTODIA,181841,Ford,Cargo,,ALETA_D,2018,3,,,Principal
CUSTODIA,181840,Ford,Cargo,,ALETA_D,2018,3,,,Principal
CUSTODIA,180826,Ford,Ka,,ALETA_D,2008,1,,,Principal
CUSTODIA,181325,Ford,Focus 4 Pts,,ALETA_I,2013,2,,,Principal
CUSTODIA,932320,Haval,Jolion,,CUSTODIA_D,2023,1,,,Principal
CUSTODIA,932321,Haval,Jolion,,CUSTODIA_I,2023,1,,,Principal
CUSTODIA,450341,Honda,Fit,,ALETA_D,2003,1,,,Principal
CUSTODIA,309827,Peugeot,Partner,,VENTANA_I,1998,1,,,Principal
CUSTODIA,309828,Peugeot,Partner,,CUSTODIA_D,1998,1,,,Principal
CUSTODIA,331823,Renault,Kangoo,,ALETA_I,2018,2,,,Principal
CUSTODIA,Original,Renault,Kangoo,,CUSTODIA_I,2018,2,,,Principal
CUSTODIA,Original,Renault,Kangoo,,CUSTODIA_D,2018,2,,,Principal
CUSTODIA,,Renault,Clio II,,ALETA_I,1999,1,,,Principal
CUSTODIA,331440,Renault,Sandero II,,ALETA_D,2014,2,,,Principal
CUSTODIA,331120,Renault,Duster,,CUSTODIA_D,2011,1,,,Principal
CUSTODIA,331121,Renault,Duster,,CUSTODIA_I,2011,1,,,Principal
CUSTODIA,,Toyota,SW4,,CUSTODIA_D,,1,,,Principal
CUSTODIA,491940,Toyota,Corolla,,ALETA_D,2019,1,34185.48,,Principal
CUSTODIA,491422,Toyota,Corolla,,ALETA_D,2014,1,,,Principal
CUSTODIA,491423,Toyota,Corolla,,ALETA_I,2014,1,,,Principal
CUSTODIA,491942,Toyota,Corolla,,ALETA_D,2019,1,34185.48,,Principal
CUSTODIA,491943,Toyota,Corolla,,ALETA_I,2019,1,34185.48,,Principal
CUSTODIA,492143,Toyota,Corolla Cross,,ALETA_D,2021,1,,,Principal
CUSTODIA,492144,Toyota,Corolla Cross,,ALETA_D,2021,1,,,Principal
CUSTODIA,492141,Toyota,Corolla Cross,,ALETA_I,2021,1,,,Principal
CUSTODIA,491840,Toyota,Yaris,,ALETA_D,2018,1,,,Principal
CUSTODIA,491541,Toyota,Hilux,,ALETA_I,2015,1,,,Principal
CUSTODIA,491540,Toyota,Hilux,,ALETA_D,2015,1,,,Principal
CUSTODIA,491543,Toyota,Hilux,,ALETA_I,2015,1,,,Principal
CUSTODIA,491542,Toyota,Hilux,,ALETA_D,2015,1,,,Principal
CUSTODIA,420641,VW,Suran,,ALETA_I,2006,1,,,Principal
CUSTODIA,420640,VW,Suran,,ALETA_D,2006,2,,,Principal
CUSTODIA,420821,VW,Gol Trend,,CUSTODIA_I,2008,1,,,Principal
CUSTODIA,429520,VW,Gol,,CUSTODIA_D,1995,1,,,Principal
CUSTODIA,,VW,Suran,,,2006,2,,,Principal
CUSTODIA,,VW,Suran,,,2006,1,,,Principal
CUSTODIA,420620,VW,Suran,,CUSTODIA_D,2006,1,,,Principal
CUSTODIA,429846,VW,Gol,,ALETA_D,1998,3,,,Principal
CUSTODIA,,VW,Gol,,ALETA_D,1998,1,,,Principal
CUSTODIA,420845,VW,Gol Trend,,ALETA_I,2008,1,,,Principal
CUSTODIA,420945,VW,Amarok,,ALETA_I,2009,1,,,Principal
CUSTODIA,420946,VW,Amarok,,ALETA_D,2009,1,,,Principal
CUSTODIA,429820,VW,Gol,,CUSTODIA_D,1998,1,,,Principal
LUNETAS,720850VATP,Chery,Tiggo,,LUNETA,2008,2,,,Principal
LUNETAS,80950VATP,Chevrolet,Agile,,LUNETA,2009,1,,,Principal
LUNETAS,81651GATP,Chevrolet,Cruze 5 Pts,,LUNETA,2016,3,,,Principal
LUNETAS,81950VATI,Chevrolet,Spin,,LUNETA,2019,1,,,Principal
LUNETAS,Original,Chevrolet,Captiva,,LUNETA,,1,,,Principal
LUNETAS,80852VATI,Chevrolet,Captiva,,LUNETA,2008,2,,,Principal
LUNETAS,081352GATI,Chevrolet,Onix,,LUNETA,2013,1,,,Principal
LUNETAS,080952VSTI,Chevrolet,Montana Fija,,LUNETA,2009,1,,,Principal
LUNETAS,082350VATI,Chevrolet,Montana,,LUNETA,2023,2,,,Principal
LUNETAS,81250GATP,Chevrolet,S10 No Term. C/S,,LUNETA,2012,2,,,Principal
LUNETAS,081250GATI,Chevrolet,S10 Term,,LUNETA,2012,3,,,Principal
LUNETAS,89753VATI,Chevrolet,S10 Blazer encap,,LUNETA,1997,1,,,Principal
LUNETAS,89854VSTP,Chevrolet,S10 No Term.,,LUNETA,1998,2,,,Principal
LUNETAS,81353GATP,Chevrolet,Prisma,,LUNETA,2015,1,,,Principal
LUNETAS,82050VATP,Chevrolet,Onix c/aguj,,LUNETA,2019,1,,,Principal
LUNETAS,089954VATP,Chevrolet,Corsa 4 pts,,LUNETA,1999,1,,,Principal
LUNETAS,089953VSTP,Chevrolet,Corsa 5 Pts,,LUNETA,1999,2,,,Principal
LUNETAS,89950VSTI,Chevrolet,Corsa Pick Up,,LUNETA,1999,1,,,Principal
LUNETAS,81650GATP,Chevrolet,Cruze 4 Pts,,LUNETA,2016,1,,,Principal
LUNETAS,82051GATI,Chevrolet,Onix Plus,,LUNETA,2020,2,,,Principal
LUNETAS,080551GATM,Chevrolet,Vectra 5 Pts,,LUNETA,2005,1,,,Principal
LUNETAS,102350VATP,Citroen,C3,,LUNETA,2023,2,,,Principal
LUNETAS,171250GATP,Fiat,Palio,,LUNETA,2012,1,,,Principal
LUNETAS,171651GSTI,Fiat,Toro No term.,,LUNETA,2016,2,,,Principal
LUNETAS,171451VSTI,Fiat,Strada Fija,,LUNETA,2014,2,,,Principal
LUNETAS,171751VATI,Fiat,Cronos,,LUNETA,2017,1,,,Principal
LUNETAS,170850GATI,Fiat,Palio 5 Pts,,LUNETA,2008/2012,1,,,Principal
LUNETAS,170350VATI,Fiat,Palio,,LUNETA,2003,1,,,Principal
LUNETAS,171750GATI,Fiat,Argo,,LUNETA,2017,3,,,Principal
LUNETAS,170851GATI,Fiat,Palio Adventure,,LUNETA,2008,1,,,Principal
LUNETAS,172250GATI,Fiat,Fastback,,LUNETA,2022,1,,,Principal
LUNETAS,,Fiat,Idea,,LUNETA,2005,1,,,Principal
LUNETAS,181251VSTP,Ford,Ranger c/s No Term.,,LUNETA,2012,3,,,Principal
LUNETAS,189751CSTP,Ford,Ranger c/d,,LUNETA,1997,1,,,Principal
LUNETAS,181550GATP,Ford,Focus 5 Pts,,LUNETA,2015,2,,,Principal
LUNETAS,181250VATP,Ford,Ranger Term.,,LUNETA,2012,1,,,Principal
LUNETAS,182350VATP,Ford,Ranger Term.,,LUNETA,2023,1,,,Principal
LUNETAS,189752VSTP,Ford,Ranger c/s,,LUNETA,1997,2,,,Principal
LUNETAS,180350VATI,Ford,Ecosport,,LUNETA,2003/2012,2,,,Principal
LUNETAS,Original,Ford,Focus,,LUNETA,2013,1,,,Principal
LUNETAS,181351VATP,Ford,Focus 5 Pts,,LUNETA,2013,1,,,Principal
LUNETAS,180850VATP,Ford,Focus 5 Pts,,LUNETA,2008,1,,,Principal
LUNETAS,181751GATI,Ford,Ecosport c/ant,,LUNETA,2017,2,,,Principal
LUNETAS,,Ford,Fiesta One,,LUNETA,2017,2,,,Principal
LUNETAS,181050VATP,Ford,Fiesta Kinetic 5 Pts,,LUNETA,2010,1,,,Principal
LUNETAS,180256VATI,Ford,Ka,,LUNETA,2002,1,,,Principal
LUNETAS,Original,Ford,Ka,,LUNETA,2012,2,,,Principal
LUNETAS,189950VATP,Ford,Focus 5 Pts,,LUNETA,1999/2007,3,,,Principal
LUNETAS,181554GATI,Ford,Ka 4 Pts,,LUNETA,2017,1,,,Principal
LUNETAS,181552GATI,Ford,Ka 5 Pts,,LUNETA,2017,2,,,Principal
LUNETAS,189756VATE,Ford,Ka,,LUNETA,1997,2,,,Principal
LUNETAS,181352GATI,Ford,Focus 4 Pts,,LUNETA,2013,2,,,Principal
LUNETAS,,Ford,Ka,,LUNETA,1995,1,,,Principal
LUNETAS,180852VATP,Ford,Ka,,LUNETA,2008,3,,,Principal
LUNETAS,182250VATM,Ford,Maverick,,LUNETA,2021,2,,,Principal
LUNETAS,151650GATI,Jeep,Renegade,,LUNETA,2016,1,,,Principal
LUNETAS,261950GATP,M.Benz,Sprinter Derecha,,LUNETA,2019,1,,,Principal
LUNETAS,431751GATI,Nissan,Frontier,,LUNETA,2015,1,,,Principal
LUNETAS,430750VATP,Nissan,Tiida 5 Pts,,LUNETA,2007,1,,,Principal
LUNETAS,309851GSTP,Peugeot,Partner Izq.,,LUNETA,1998,2,,,Principal
LUNETAS,309850GSTP,Peugeot,Partner Der.,,LUNETA,1998,2,,,Principal
LUNETAS,309855GATP,Peugeot,Partner enteriza,,LUNETA,1998,2,,,Principal
LUNETAS,309950GATI,Peugeot,206,,LUNETA,1999/2012,1,,,Principal
LUNETAS,300850GATP,Peugeot,207 4 Pts,,LUNETA,2008,2,,,Principal
LUNETAS,309950GATI,Peugeot,206/207 3/5 PTS,,LUNETA,1999,1,,,Principal
LUNETAS,301650GATI,Peugeot,2008 5 Pts SUV,,LUNETA,2008,1,,,Principal
LUNETAS,301351VATP,Peugeot,208 C/ant,,LUNETA,2013,2,,,Principal
LUNETAS,302050GATP,Peugeot,208 C/Aguj,,LUNETA,2020,2,,,Principal
LUNETAS,301151VATP,Peugeot,408,,LUNETA,2011,1,,,Principal
LUNETAS,339755,Renault,Master Izq,,LUNETA,1997,1,,,Principal
LUNETAS,331852VATP,Renault,Kangoo Izquierda,,LUNETA,2018,1,,,Principal
LUNETAS,331850VSTE,Renault,Kangoo Derecha,,LUNETA,2018,1,,,Principal
LUNETAS,339250VATE,Renault,19 5 Pts,,LUNETA,1992,1,,,Principal
LUNETAS,339251VATP,Renault,19 4 Pts,,LUNETA,1992,1,,,Principal
LUNETAS,339851GATI,Renault,Kangoo Enteriza,,LUNETA,1998,1,,,Principal
LUNETAS,330550GATP,Renault,Megane II,,LUNETA,2005,1,,,Principal
LUNETAS,339651VATP,Renault,Megane 5 pts,,LUNETA,1996,1,,,Principal
LUNETAS,,Renault,Laguna II,,LUNETA,,2,,,Principal
LUNETAS,331150VATI,Renault,Duster,,LUNETA,2011,1,,,Principal
LUNETAS,339951VATP,Renault,Clio II 4 Pts,,LUNETA,1999,3,,,Principal
LUNETAS,331250GATP,Renault,Clio Mio,,LUNETA,2012,2,,,Principal
LUNETAS,339950VATI,Renault,Clio II 3 pts,,LUNETA,1999,4,,,Principal
LUNETAS,,Renault,Laguna Nevada,,LUNETA,1994/2001,1,,,Principal
LUNETAS,331350VATI,Renault,Logan,,LUNETA,2014,2,,,Principal
LUNETAS,330850VATP,Renault,Sandero,,LUNETA,2008,1,,,Principal
LUNETAS,332050GATI,Renault,Duster,,LUNETA,2021,2,,,Principal
LUNETAS,Original,Renault,Koleos,,LUNETA,,1,,,Principal
LUNETAS,330750VATP,Renault,Logan,,LUNETA,2007,2,,,Principal
LUNETAS,,Renault,Duster,,LUNETA,2016,1,,,Principal
LUNETAS,,Renault,Symbol,,LUNETA,2008,1,,,Principal
LUNETAS,,Renault,Megane III,,LUNETA,,1,,,Principal
LUNETAS,491550VSTP,Toyota,Hilux c/s,,LUNETA,2015,5,,,Principal
LUNETAS,490550VSTP,Toyota,Hilux c/s no term.,,LUNETA,2005,4,,,Principal
LUNETAS,490551VATP,Toyota,Hilux c/d Term. SUV,,LUNETA,2005,1,,,Principal
LUNETAS,499650VNTP,Toyota,Hilux,,LUNETA,1996,2,,,Principal
LUNETAS,491550VATP,Toyota,Hilux Term. C/D,,LUNETA,2015,4,,,Principal
LUNETAS,491950VATP,Toyota,Corolla,,LUNETA,2019,1,,,Principal
LUNETAS,490850VATI,Toyota,Corolla,,LUNETA,2008,1,,,Principal
LUNETAS,492150VATP,Toyota,Corolla Cross c/aguj.,,LUNETA,2021,2,,,Principal
LUNETAS,491851GATI,Toyota,Yaris 4 Pts,,LUNETA,2018,2,,,Principal
LUNETAS,491852GATI,Toyota,Yaris 5 pts,,LUNETA,2018,2,,,Principal
LUNETAS,Original,VW,Gol Trend,,LUNETA,2017,16,,,Principal
LUNETAS,420850GATI,VW,Gol Trend,,LUNETA,2008,2,,,Principal
LUNETAS,421050GATI,VW,Fox,,LUNETA,2010,4,,,Principal
LUNETAS,421550GATI,VW,Fox,,LUNETA,2015,2,,,Principal
LUNETAS,420350VATI,VW,Gol Country,,LUNETA,2003,1,,,Principal
LUNETAS,429850VATI,VW,Para Ti S/Stop,,LUNETA,1998,1,,,Principal
LUNETAS,429550VATP,VW,Gol,,LUNETA,1995,2,,,Principal
LUNETAS,421053VSTI,VW,Saveiro c/s No Term.,,LUNETA,2010,1,,,Principal
LUNETAS,421051VSTI,VW,Saveiro c/Ext. No Term.,,LUNETA,2010,1,,,Principal
LUNETAS,421452GATI,VW,Saveiro c/d,,LUNETA,2014,1,,,Principal
LUNETAS,420950GATR,VW,Amarok Term.,,LUNETA,2009,1,,,Principal
LUNETAS,420551GATI,VW,Gol,,LUNETA,2005,1,,,Principal
LUNETAS,421551VATP,VW,Polo,,LUNETA,2017,1,,,Principal
LUNETAS,422050GATP,VW,Nivus c/aguj,,LUNETA,2020,1,,,Principal
LUNETAS,422150GATP,VW,Taos c/ant,,LUNETA,2021,1,,,Principal
LUNETAS,421950GATI,VW,T-Cross,,LUNETA,2019,1,,,Principal
LUNETAS,,VW,Saveiro,,LUNETA,1998,1,,,Principal
LUNETAS,,VW,Polo,,LUNETA,1996,1,,,Principal
FAVICUR,31761.0,FIAT,QUBO,,PUERTA_DI,2012,1,62088.37,,Principal
FAVICUR,31762.0,FIAT,QUBO,,PUERTA_DD,2012,1,62088.37,,Principal
FAVICUR,408523.0,FORD,CARGO,,CUSTODIA_D,2011,2,31996.29,,Principal
FAVICUR,37933.0,M. BENZ,1938-1215-1718,,PUERTA_DD,,6,28874.5,,Principal
FAVICUR,10475.0,NISSAN,KICKS MEXICANO,,PARABRISAS,2017,1,187308.57,,Principal
FAVICUR,40785.0,PEUGEOT,408,,VENTANA_D,2011,1,30410.36,,Principal
FAVICUR,40786.0,PEUGEOT,408,,VENTANA_D,2011,1,30410.36,,Principal
FAVICUR,30816.0,RENAULT,SYMBOL,,PUERTA_DD,1995,1,42298.28,,Principal
FAVICUR,32123.0,SCANIA,SERIE 6,,PUERTA_DI,2019,3,105558.71,,Principal
FAVICUR,32134.0,SCANIA,SERIE 6,,PUERTA_DD,2019,2,105558.71,,Principal
